Order ID,Purchase Date,Ship Date,Returned,Return Date,Continent,Country,City,Store ID,Store Name,Store Type,Channel,Priority,Payment Method,Promotion ID,Promotion Name,Customer ID,Customer Segment,Loyalty Tier,Salesperson ID,Salesperson Department,Product ID,SKU,Product Name,Category,Subcategory,Brand,Quantity,Unit Cost,Unit Price,Discount Amount,Tax Amount,Shipping Cost,Gross Sales,Net Sales,COGS,Gross Profit
O902054,6/12/24,,Yes,6/23/24,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,In-Store,Normal,Card,NONE,No Promotion,C00689,Student,None,E0061,New Sales,P0133,SKU-100132,Belkin Accessories Air,Electronics,Accessories,Belkin,2,931,1462,88,425,0,2924,2836,1862,974
O902062,12/1/24,12/8/24,Yes,12/5/24,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,Online,Normal,Card,NONE,No Promotion,C00538,Business,Silver,E0016,Upgrades,P0136,SKU-100135,Samsung Phones Basic,Electronics,Phones,Samsung,2,373,622,25,183,45,1244,1219,746,473
O902064,5/25/24,5/28/24,Yes,6/14/24,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,Partner,Normal,Card,NONE,No Promotion,C01172,Family,Silver,E0044,Customer Care,P0082,SKU-100081,Belkin Accessories Basic,Electronics,Accessories,Belkin,1,965,1432,43,111,60,1432,1389,965,424
O902069,6/25/24,7/2/24,Yes,7/4/24,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,Online,Normal,Finance,WEEKEND10,Weekend 10%,C00440,Student,None,E0035,Corporate,P0138,SKU-100137,Local Beverages Value,Grocery,Beverages,Local,4,5,7,4,2,0,28,24,20,4
O902091,12/19/24,,Yes,12/25/24,North America,United States,Austin,S011,City Outlet - Austin,Mall,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C00984,Budget,Bronze,E0040,New Sales,P0022,SKU-100021,Logitech Accessories Max,Electronics,Accessories,Logitech,3,423,506,228,103,0,1518,1290,1269,21
O902102,5/17/24,5/23/24,Yes,6/3/24,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,Online,Normal,Card,WEEKEND10,Weekend 10%,C00341,Budget,Silver,E0050,Customer Care,P0039,SKU-100038,Acer Laptops Air,Electronics,Laptops,Acer,4,1226,2212,1327,602,0,8848,7521,4904,2617
O902124,11/7/24,,Yes,11/12/24,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C00196,Budget,None,E0047,Corporate,P0002,SKU-100001,Local Household Value,Grocery,Household,Local,4,2,4,1,1,0,16,15,8,7
O902145,9/18/24,,Yes,10/4/24,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,In-Store,Normal,Card,WEEKEND10,Weekend 10%,C00456,Budget,Bronze,E0043,Customer Care,P0143,SKU-100142,Dell Laptops Pro,Electronics,Laptops,Dell,1,1018,1343,134,97,0,1343,1209,1018,191
O902147,1/29/24,,Yes,2/28/24,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,In-Store,Normal,EFT,WEEKEND10,Weekend 10%,C00045,Business,None,E0069,New Sales,P0065,SKU-100064,Local Beverages Eco,Grocery,Beverages,Local,1,9,12,1,1,0,12,11,9,2
O902157,9/13/24,9/18/24,Yes,10/9/24,North America,United States,Los Angeles,S014,Tech & Home - Los Angeles,Mall,Online,Normal,Card,BUNDLE12,Bundle 12%,C00103,Business,None,E0028,New Sales,P0025,SKU-100024,Local Household Eco,Grocery,Household,Local,2,18,33,8,5,0,66,58,36,22
O902165,11/16/24,11/22/24,Yes,11/18/24,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,Partner,Low,Card,BUNDLE12,Bundle 12%,C00622,Family,Gold,E0032,New Sales,P0054,SKU-100053,Dell Laptops Pro,Electronics,Laptops,Dell,1,601,736,88,52,60,736,648,601,47
O902170,3/10/24,3/13/24,Yes,4/5/24,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,Online,Normal,Card,LOYALTY5,Loyalty 5%,C01016,Business,Bronze,E0052,Corporate,P0146,SKU-100145,Local Household Value,Grocery,Household,Local,1,3,5,0,1,60,5,5,3,2
O902225,1/22/24,,Yes,2/8/24,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,In-Store,Low,Cash,LOYALTY5,Loyalty 5%,C00598,Enterprise,Silver,E0021,New Sales,P0143,SKU-100142,Dell Laptops Pro,Electronics,Laptops,Dell,1,1018,1343,67,102,0,1343,1276,1018,258
O902241,8/15/24,,Yes,8/23/24,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,In-Store,Low,Cash,BUNDLE12,Bundle 12%,C01113,Student,None,E0069,New Sales,P0115,SKU-100114,Local Kids Premium (S),Clothing,Kids,Local,1,54,71,12,5,0,71,59,54,5
O902282,9/9/24,,Yes,9/22/24,Africa,South Africa,Durban,S003,Everyday Store - Durban,Mall,In-Store,Normal,Cash,BUNDLE12,Bundle 12%,C00774,Student,Bronze,E0033,Upgrades,P0165,SKU-100164,Local Household Value,Grocery,Household,Local,1,9,12,2,2,0,12,10,9,1
O902285,11/5/24,11/6/24,Yes,11/20/24,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,Online,Low,Wallet,CLEARANCE15,Clearance 15%,C00554,Business,Bronze,E0011,Customer Care,P0173,SKU-100172,Google Phones Pro,Electronics,Phones,Google,2,458,544,218,70,80,1088,870,916,-46
O902288,2/12/24,2/18/24,Yes,3/10/24,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,Online,Normal,EFT,NONE,No Promotion,C00777,Family,Silver,E0058,Customer Care,P0153,SKU-100152,Samsung Tablets Pro,Electronics,Tablets,Samsung,1,1638,2082,0,167,0,2082,2082,1638,444
O902290,12/26/24,,Yes,12/27/24,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,In-Store,Normal,EFT,BUNDLE12,Bundle 12%,C00592,Student,Bronze,E0061,New Sales,P0090,SKU-100089,Samsung Appliances Premium,Home,Appliances,Samsung,3,655,864,311,342,0,2592,2281,1965,316
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902318,9/29/24,10/2/24,Yes,10/2/24,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,Online,High,Finance,CLEARANCE15,Clearance 15%,C00636,Family,Bronze,E0023,Customer Care,P0135,SKU-100134,Local Kids Value (S),Clothing,Kids,Local,1,91,149,22,10,60,149,127,91,36
O902335,11/9/24,,Yes,11/20/24,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C01191,Student,Bronze,E0038,Customer Care,P0119,SKU-100118,Local Kids Eco (L),Clothing,Kids,Local,2,79,126,43,17,0,252,209,158,51
O902343,3/19/24,,Yes,4/6/24,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,In-Store,Normal,Wallet,CLEARANCE15,Clearance 15%,C00980,Family,None,E0033,Upgrades,P0073,SKU-100072,Bosch Cleaning Premium,Home,Cleaning,Bosch,1,560,825,148,102,0,825,677,560,117
O902361,4/8/24,,Yes,4/17/24,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,In-Store,Normal,Wallet,WEEKEND10,Weekend 10%,C01122,Family,Silver,E0063,Customer Care,P0053,SKU-100052,Bosch Cleaning Standard,Home,Cleaning,Bosch,1,1150,1447,217,98,0,1447,1230,1150,80
O902386,5/29/24,,Yes,6/14/24,Europe,United Kingdom,London,S017,ValueMart - London,High Street,In-Store,Normal,Finance,LOYALTY5,Loyalty 5%,C00690,Family,Bronze,E0024,Customer Care,P0140,SKU-100139,Local Household Eco,Grocery,Household,Local,2,21,38,6,6,0,76,70,42,28
O902448,10/16/24,,Yes,11/7/24,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,In-Store,Normal,Card,NONE,No Promotion,C00079,Family,Bronze,E0031,Upgrades,P0066,SKU-100065,Lenovo Laptops Plus,Electronics,Laptops,Lenovo,1,721,908,27,132,0,908,881,721,160
O902468,4/5/24,,Yes,4/14/24,North America,United States,Austin,S011,City Outlet - Austin,Mall,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C00512,Family,Gold,E0033,Upgrades,P0012,SKU-100011,Samsung Appliances Value,Home,Appliances,Samsung,2,540,857,86,130,0,1714,1628,1080,548
O902493,2/8/24,,Yes,2/9/24,North America,United States,New York,S010,Everyday Store - New York,Warehouse,In-Store,Normal,Card,BUNDLE12,Bundle 12%,C00376,Family,Silver,E0026,Customer Care,P0073,SKU-100072,Bosch Cleaning Premium,Home,Cleaning,Bosch,1,560,825,140,55,0,825,685,560,125
O902523,12/3/24,12/8/24,Yes,12/9/24,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,Partner,Normal,Wallet,BUNDLE12,Bundle 12%,C00547,Family,Silver,E0034,Corporate,P0129,SKU-100128,Belkin Accessories Air,Electronics,Accessories,Belkin,3,1558,2119,763,448,45,6357,5594,4674,920
O902569,9/15/24,,Yes,9/27/24,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,In-Store,High,Cash,NONE,No Promotion,C00419,Budget,None,E0013,Corporate,P0054,SKU-100053,Dell Laptops Pro,Electronics,Laptops,Dell,2,601,736,44,214,0,1472,1428,1202,226
O902572,7/6/24,7/7/24,Yes,7/31/24,Europe,United Kingdom,London,S017,ValueMart - London,High Street,Partner,Normal,Cash,LOYALTY5,Loyalty 5%,C00092,Business,Bronze,E0040,New Sales,P0050,SKU-100049,Samsung Appliances Value,Home,Appliances,Samsung,1,1148,1352,68,103,30,1352,1284,1148,136
O902587,5/1/24,,Yes,5/24/24,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,In-Store,High,Card,BUNDLE12,Bundle 12%,C00768,Enterprise,None,E0005,Corporate,P0114,SKU-100113,Apple Phones Pro,Electronics,Phones,Apple,3,1677,2302,829,486,0,6906,6077,5031,1046
O902596,11/3/24,,Yes,11/19/24,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C00266,Business,Silver,E0013,Corporate,P0130,SKU-100129,Local Beverages Value,Grocery,Beverages,Local,2,16,21,8,3,0,42,34,32,2
O902597,10/30/24,,Yes,11/27/24,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,In-Store,Normal,Wallet,WEEKEND10,Weekend 10%,C00652,Student,None,E0047,Corporate,P0052,SKU-100051,Local Women Premium (M),Clothing,Women,Local,4,113,149,60,43,0,596,536,452,84
O902691,7/13/24,7/14/24,Yes,8/10/24,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,Online,Normal,Wallet,WEEKEND10,Weekend 10%,C01152,Budget,None,E0046,Customer Care,P0059,SKU-100058,Acer Laptops Basic,Electronics,Laptops,Acer,1,1984,2435,244,175,80,2435,2191,1984,207
O902700,2/10/24,,Yes,2/15/24,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,In-Store,Normal,Card,NONE,No Promotion,C00751,Family,None,E0013,Corporate,P0087,SKU-100086,Local Women Value (S),Clothing,Women,Local,1,89,131,3,10,0,131,128,89,39
O902726,12/27/24,12/30/24,Yes,1/15/25,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,Online,Normal,Card,LOYALTY5,Loyalty 5%,C01037,Family,Bronze,E0045,Upgrades,P0169,SKU-100168,Belkin Accessories Pro,Electronics,Accessories,Belkin,1,902,1441,115,106,30,1441,1326,902,424
O902755,4/30/24,,Yes,5/5/24,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,In-Store,Normal,Card,WEEKEND10,Weekend 10%,C00193,Family,Bronze,E0051,New Sales,P0010,SKU-100009,Apple Phones Pro,Electronics,Phones,Apple,2,550,833,200,220,0,1666,1466,1100,366
O902759,4/13/24,,Yes,4/29/24,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,In-Store,Low,Card,NONE,No Promotion,C01158,Family,None,E0060,New Sales,P0164,SKU-100163,Tefal Kitchen Standard,Home,Kitchen,Tefal,1,816,968,48,74,0,968,920,816,104
O902767,12/27/24,12/31/24,Yes,1/5/25,Africa,Kenya,Nairobi,S006,Everyday Store - Nairobi,High Street,Partner,Low,Card,NONE,No Promotion,C00184,Budget,None,E0054,Corporate,P0022,SKU-100021,Logitech Accessories Max,Electronics,Accessories,Logitech,2,423,506,0,152,45,1012,1012,846,166
O902775,10/23/24,,Yes,11/18/24,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,In-Store,Normal,Wallet,CLEARANCE15,Clearance 15%,C01166,Business,None,E0050,Customer Care,P0102,SKU-100101,Samsung Tablets Basic,Electronics,Tablets,Samsung,2,1055,1772,638,232,0,3544,2906,2110,796
O902796,8/21/24,8/25/24,Yes,8/22/24,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,Online,Low,Finance,BUNDLE12,Bundle 12%,C00713,Family,None,E0003,New Sales,P0047,SKU-100046,Bosch Cleaning Standard,Home,Cleaning,Bosch,2,774,1348,324,356,45,2696,2372,1548,824
O902811,3/21/24,,Yes,4/19/24,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,In-Store,Low,Card,WEEKEND10,Weekend 10%,C01121,Budget,None,E0031,Upgrades,P0031,SKU-100030,Samsung Phones Air,Electronics,Phones,Samsung,1,1011,1634,196,216,0,1634,1438,1011,427
O902855,8/1/24,8/2/24,Yes,8/3/24,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,Online,Normal,Card,LOYALTY5,Loyalty 5%,C00988,Family,Silver,E0049,Customer Care,P0173,SKU-100172,Google Phones Pro,Electronics,Phones,Google,1,458,544,27,78,45,544,517,458,59
O902891,7/30/24,7/31/24,Yes,8/7/24,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,Online,Normal,Card,BUNDLE12,Bundle 12%,C00666,Business,None,E0017,New Sales,P0053,SKU-100052,Bosch Cleaning Standard,Home,Cleaning,Bosch,2,1150,1447,347,204,0,2894,2547,2300,247
O900760,1/4/24,,No,,Africa,South Africa,Durban,S003,Everyday Store - Durban,Mall,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C00737,Student,None,E0062,New Sales,P0130,SKU-100129,Local Beverages Value,Grocery,Beverages,Local,2,16,21,3,6,0,42,39,32,7
O902893,2/10/24,,Yes,2/17/24,Europe,United Kingdom,Birmingham,S021,Main Street Retail - Birmingham,High Street,In-Store,Normal,Finance,LOYALTY5,Loyalty 5%,C00132,Enterprise,None,E0014,New Sales,P0171,SKU-100170,Local Kids Value (L),Clothing,Kids,Local,2,50,74,15,11,0,148,133,100,33
O902908,9/14/24,9/16/24,Yes,10/5/24,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,Online,Normal,Card,LOYALTY5,Loyalty 5%,C00036,Family,None,E0026,Customer Care,P0042,SKU-100041,Local Beverages Value,Grocery,Beverages,Local,1,27,37,3,3,60,37,34,27,7
O902910,2/8/24,,Yes,3/3/24,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C00651,Family,Bronze,E0034,Corporate,P0009,SKU-100008,Apple Tablets Basic,Electronics,Tablets,Apple,2,1395,2251,900,288,0,4502,3602,2790,812
O902975,4/27/24,,Yes,5/17/24,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,In-Store,High,Wallet,BUNDLE12,Bundle 12%,C00790,Business,None,E0035,Corporate,P0125,SKU-100124,Logitech Accessories Basic,Electronics,Accessories,Logitech,4,1064,1675,804,884,0,6700,5896,4256,1640
O902979,7/16/24,7/17/24,Yes,8/1/24,North America,United States,New York,S010,Everyday Store - New York,Warehouse,Online,Normal,Finance,WEEKEND10,Weekend 10%,C00798,Business,Bronze,E0044,Customer Care,P0094,SKU-100093,Belkin Accessories Air,Electronics,Accessories,Belkin,3,1562,2138,770,452,0,6414,5644,4686,958
O903015,1/22/24,,Yes,1/29/24,North America,United States,Austin,S011,City Outlet - Austin,Mall,In-Store,High,EFT,NONE,No Promotion,C01110,Student,Bronze,E0002,Corporate,P0132,SKU-100131,Local Snacks Premium,Grocery,Snacks,Local,2,21,37,1,6,0,74,73,42,31
O903023,6/14/24,6/16/24,Yes,6/19/24,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,Online,Normal,EFT,WEEKEND10,Weekend 10%,C00790,Business,None,E0019,Customer Care,P0136,SKU-100135,Samsung Phones Basic,Electronics,Phones,Samsung,4,373,622,249,336,30,2488,2239,1492,747
O903048,12/23/24,12/30/24,Yes,1/1/25,North America,United States,Austin,S011,City Outlet - Austin,Mall,Online,Low,Card,BUNDLE12,Bundle 12%,C00519,Family,None,E0006,New Sales,P0028,SKU-100027,Local Household Eco,Grocery,Household,Local,3,28,35,13,7,0,105,92,84,8
O903094,6/25/24,,Yes,7/15/24,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C00373,Family,None,E0019,Customer Care,P0060,SKU-100059,Local Kids Eco (L),Clothing,Kids,Local,1,89,151,8,11,0,151,143,89,54
O903096,10/10/24,10/14/24,Yes,10/21/24,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,Online,Normal,EFT,BUNDLE12,Bundle 12%,C00570,Budget,Gold,E0041,New Sales,P0043,SKU-100042,LG Appliances Premium,Home,Appliances,LG,2,144,199,56,27,0,398,342,288,54
O903101,1/19/24,1/26/24,Yes,2/6/24,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,Online,Low,Card,BUNDLE12,Bundle 12%,C00495,Budget,Gold,E0001,Upgrades,P0123,SKU-100122,Samsung Phones Pro,Electronics,Phones,Samsung,1,402,528,63,70,80,528,465,402,63
O903108,5/21/24,,Yes,6/18/24,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,In-Store,Low,EFT,CLEARANCE15,Clearance 15%,C00784,Family,Bronze,E0056,Corporate,P0162,SKU-100161,Google Phones Air,Electronics,Phones,Google,2,1068,1278,383,174,0,2556,2173,2136,37
O903158,7/4/24,7/5/24,Yes,7/31/24,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,Online,Normal,Card,BUNDLE12,Bundle 12%,C00095,Student,None,E0043,Customer Care,P0065,SKU-100064,Local Beverages Eco,Grocery,Beverages,Local,1,9,12,1,1,80,12,11,9,2
O903239,4/17/24,4/19/24,Yes,5/16/24,North America,United States,Austin,S011,City Outlet - Austin,Mall,Partner,Normal,Finance,CLEARANCE15,Clearance 15%,C00970,Business,Bronze,E0050,Customer Care,P0172,SKU-100171,Anker Accessories Basic,Electronics,Accessories,Anker,3,654,985,443,201,45,2955,2512,1962,550
O903285,12/18/24,12/22/24,Yes,12/24/24,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,Online,Normal,Wallet,BUNDLE12,Bundle 12%,C00093,Budget,Silver,E0045,Upgrades,P0044,SKU-100043,Philips Cleaning Standard,Home,Cleaning,Philips,2,131,182,62,45,60,364,302,262,40
O903286,1/8/24,,Yes,1/20/24,Africa,Kenya,Nairobi,S006,Everyday Store - Nairobi,High Street,In-Store,Low,Card,BUNDLE12,Bundle 12%,C00830,Business,None,E0017,New Sales,P0088,SKU-100087,Local Household Value,Grocery,Household,Local,4,10,17,12,8,0,68,56,40,16
O903295,8/28/24,8/29/24,Yes,9/25/24,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,Online,Low,Wallet,BUNDLE12,Bundle 12%,C00105,Family,None,E0041,New Sales,P0157,SKU-100156,Local Household Premium,Grocery,Household,Local,2,15,28,10,4,30,56,46,30,16
O903310,6/15/24,6/16/24,Yes,6/16/24,Europe,United Kingdom,London,S017,ValueMart - London,High Street,Online,Normal,Card,WEEKEND10,Weekend 10%,C00491,Student,None,E0014,New Sales,P0135,SKU-100134,Local Kids Value (S),Clothing,Kids,Local,3,91,149,58,31,80,447,389,273,116
O903330,3/10/24,3/16/24,Yes,4/1/24,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,Online,Normal,Cash,BUNDLE12,Bundle 12%,C00358,Family,Bronze,E0023,Customer Care,P0117,SKU-100116,Acer Laptops Pro,Electronics,Laptops,Acer,2,639,953,267,131,60,1906,1639,1278,361
O903349,1/6/24,,Yes,1/26/24,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,In-Store,Low,EFT,LOYALTY5,Loyalty 5%,C00308,Budget,Bronze,E0066,Upgrades,P0124,SKU-100123,Acer Laptops Air,Electronics,Laptops,Acer,2,833,1098,110,167,0,2196,2086,1666,420
O903446,10/12/24,,Yes,11/10/24,North America,United States,New York,S010,Everyday Store - New York,Warehouse,In-Store,High,Wallet,LOYALTY5,Loyalty 5%,C00884,Business,Bronze,E0045,Upgrades,P0051,SKU-100050,Local Men Eco (S),Clothing,Men,Local,4,80,99,20,30,0,396,376,320,56
O903460,12/12/24,12/19/24,Yes,12/18/24,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,Online,Normal,Card,CLEARANCE15,Clearance 15%,C00706,Budget,None,E0043,Customer Care,P0134,SKU-100133,Google Phones Max,Electronics,Phones,Google,1,487,645,97,82,30,645,548,487,61
O903475,7/25/24,,Yes,8/22/24,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,In-Store,Low,Card,LOYALTY5,Loyalty 5%,C00201,Student,Bronze,E0051,New Sales,P0017,SKU-100016,Russell Hobbs Kitchen Value,Home,Kitchen,Russell Hobbs,1,854,1275,64,182,0,1275,1211,854,357
O903497,3/26/24,,Yes,3/31/24,Africa,South Africa,Durban,S003,Everyday Store - Durban,Mall,In-Store,High,Card,BUNDLE12,Bundle 12%,C01051,Family,None,E0025,New Sales,P0138,SKU-100137,Local Beverages Value,Grocery,Beverages,Local,1,5,7,1,1,0,7,6,5,1
O903530,5/21/24,,Yes,6/1/24,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C00863,Budget,Gold,E0039,Customer Care,P0133,SKU-100132,Belkin Accessories Air,Electronics,Accessories,Belkin,2,931,1462,234,215,0,2924,2690,1862,828
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903557,5/8/24,5/12/24,Yes,5/18/24,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,Online,High,Wallet,BUNDLE12,Bundle 12%,C00427,Business,None,E0003,New Sales,P0074,SKU-100073,Local Women Standard (L),Clothing,Women,Local,1,60,86,10,6,60,86,76,60,16
O903563,12/22/24,12/25/24,Yes,1/1/25,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,Online,Normal,Card,BUNDLE12,Bundle 12%,C00605,Budget,Bronze,E0009,New Sales,P0127,SKU-100126,LG Appliances Value,Home,Appliances,LG,1,167,231,35,29,30,231,196,167,29
O903574,12/21/24,12/22/24,Yes,12/31/24,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,Online,Normal,EFT,CLEARANCE15,Clearance 15%,C01134,Business,None,E0002,Corporate,P0067,SKU-100066,Tefal Kitchen Premium,Home,Kitchen,Tefal,1,95,128,26,15,0,128,102,95,7
O903600,7/16/24,7/22/24,Yes,8/4/24,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,Partner,High,EFT,WEEKEND10,Weekend 10%,C00278,Family,None,E0057,Upgrades,P0019,SKU-100018,Local Men Value (L),Clothing,Men,Local,1,17,26,4,2,80,26,22,17,5
O903601,1/8/24,,Yes,2/3/24,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,In-Store,High,Card,NONE,No Promotion,C00924,Budget,Bronze,E0037,Corporate,P0175,SKU-100174,Local Beverages Eco,Grocery,Beverages,Local,2,11,16,0,5,0,32,32,22,10
O903605,10/9/24,10/14/24,Yes,11/8/24,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,Online,Normal,Card,WEEKEND10,Weekend 10%,C01114,Family,None,E0004,Upgrades,P0149,SKU-100148,Lenovo Tablets Plus,Electronics,Tablets,Lenovo,1,812,1136,114,82,0,1136,1022,812,210
O903619,7/10/24,,Yes,8/2/24,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,In-Store,Normal,Wallet,LOYALTY5,Loyalty 5%,C00264,Family,Bronze,E0043,Customer Care,P0169,SKU-100168,Belkin Accessories Pro,Electronics,Accessories,Belkin,4,902,1441,576,778,0,5764,5188,3608,1580
